name,auditor,CG,index,sector,free_float,is_trust,assets,liabilities,equity,paid_up_capital,revenue,net_profit,EPS,ROA,ROE,NPM
TPCH,"D I A INTERNATIONAL AUDIT CO.,LTD.",3,['mai'],Resources,57.44,False,8688.26,4637.66,2967.46,401.20,1795.11,250.95,0.63,6.23,8.70,13.98
