name,auditor,CG,index,sector,free_float,is_trust,assets,liabilities,equity,paid_up_capital,revenue,net_profit,EPS,ROA,ROE,NPM
CEN,SP AUDIT COMPANY LIMITED,4,['SET'],Steel,68.73,False,2837.48,939.86,1578.41,745.14,1376.19,-10.79,-0.01,-20.76,-25.53,-0.78
