name,auditor,CG,index,sector,free_float,is_trust,assets,liabilities,equity,paid_up_capital,revenue,net_profit,EPS,ROA,ROE,NPM
AI,"ANS AUDIT CO., LTD.",0,['sSET'],Energy & Utilities,49.90,False,3801.91,489.72,2578.63,700.00,4783.42,490.04,0.18,21.51,26.29,10.24
