name,auditor,CG,index,sector,free_float,is_trust,assets,liabilities,equity,paid_up_capital,revenue,net_profit,EPS,ROA,ROE,NPM
ETC,KARIN AUDIT COMPANY LIMITED,0,['SET'],Energy & Utilities,29.46,False,4044.37,1542.31,2486.91,1120.00,483.52,130.47,0.07,5.47,5.83,26.98
