name,auditor,CG,index,sector,free_float,is_trust,assets,liabilities,equity,paid_up_capital,revenue,net_profit,EPS,ROA,ROE,NPM
BEM,EY OFFICE LIMITED,5,"['SET50', 'SETTHSI', 'SETWB']",Transportation & Logistics,54.02,False,98919.36,67740.07,31068.18,15285.00,15799.15,3123.13,0.20,6.00,10.28,19.77
