name,auditor,CG,index,sector,free_float,is_trust,assets,liabilities,equity,paid_up_capital,revenue,net_profit,EPS,ROA,ROE,NPM
AFC,C&A ACCOUNTING FIRM,0,['SET'],Fashion,43.31,False,1466.87,302.01,1164.86,455.74,584.73,-42.73,-0.94,-2.90,-3.62,-7.31
