name,auditor,CG,index,sector,free_float,is_trust,assets,liabilities,equity,paid_up_capital,revenue,net_profit,EPS,ROA,ROE,NPM
NUSA,EY OFFICE LIMITED,3,['SET'],Property Development,70.24,False,10756.87,5579.37,5119.91,7641.08,433.06,-705.38,-0.09,-5.60,-17.20,-162.88
