name,auditor,CG,index,sector,free_float,is_trust,assets,liabilities,equity,paid_up_capital,revenue,net_profit,EPS,ROA,ROE,NPM
EVER,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",0,['SET'],Property Development,68.80,False,9494.41,6786.72,2608.41,3884.78,3377.64,138.24,0.04,5.02,5.44,4.09
