name,auditor,CG,index,sector,free_float,is_trust,assets,liabilities,equity,paid_up_capital,revenue,net_profit,EPS,ROA,ROE,NPM
APURE,"DHARMNITI AUDITING CO., LTD.",4,['SET'],Food & Beverage,26.45,False,1642.39,113.75,1510.13,670.79,1607.74,141.82,0.16,10.89,9.54,8.82
