name,auditor,CG,index,sector,free_float,is_trust,assets,liabilities,equity,paid_up_capital,revenue,net_profit,EPS,ROA,ROE,NPM
SVI,EY OFFICE LIMITED,5,['SET'],Electronic Components,18.70,False,10991.05,7050.46,3940.59,2266.75,11817.46,584.65,0.27,6.55,10.57,4.95
