name,auditor,CG,index,sector,free_float,is_trust,assets,liabilities,equity,paid_up_capital,revenue,net_profit,EPS,ROA,ROE,NPM
AGE,EY OFFICE LIMITED,4,['SET'],Energy & Utilities,44.27,False,4180.90,2763.32,1416.22,412.03,5949.34,120.51,0.07,4.76,8.50,2.03
