name,auditor,CG,index,sector,free_float,is_trust,assets,liabilities,equity,paid_up_capital,revenue,net_profit,EPS,ROA,ROE,NPM
MONO,EY OFFICE LIMITED,5,['sSET'],Media & Publishing,27.30,False,5765.08,3123.98,2641.10,347.10,2512.15,-193.27,-0.06,-0.87,-7.18,-7.69
