name,auditor,CG,index,sector,free_float,is_trust,assets,liabilities,equity,paid_up_capital,revenue,net_profit,EPS,ROA,ROE,NPM
WIIK,EY OFFICE LIMITED,4,['SET'],Construction Materials,72.32,False,1974.76,1062.39,912.37,374.94,1221.64,12.30,0.03,2.34,1.33,1.01
