name,auditor,CG,index,sector,free_float,is_trust,assets,liabilities,equity,paid_up_capital,revenue,net_profit,EPS,ROA,ROE,NPM
SUSCO,"DHARMNITI AUDITING CO., LTD.",5,['sSET'],Energy & Utilities,60.09,False,6001.34,2547.20,3454.14,1100.01,16777.53,217.66,0.21,5.56,6.16,1.30
