name,auditor,CG,index,sector,free_float,is_trust
LHK,EY OFFICE LIMITED,4,['SET'],Steel,32.35,False
LHPF,EY OFFICE LIMITED,0,['SET'],Property Fund & REITs,No Data,True
LHSC,EY OFFICE LIMITED,0,['SET'],Property Fund & REITs,90.86,True
LIT,EY OFFICE LIMITED,5,['mai'],Financials,57.28,False
LOXLEY,KPMG PHOOMCHAI AUDIT LIMITED,4,['sSET'],Commerce,62.77,False
LPF,PRICEWATERHOUSE COOPERS ABAS LIMITED,0,['SET'],Property Fund & REITs,No Data,True
LPH,"DHARMNITI AUDITING CO., LTD.",4,['sSET'],Health Care Services,51.32,False
LPN,"D I A INTERNATIONAL AUDIT CO.,LTD.",5,"['sSET', 'SETTHSI']",Property Development,91.11,False
LRH,EY OFFICE LIMITED,4,['SET'],Tourism & Leisure,12.16,False
LST,EY OFFICE LIMITED,4,['SET'],Food & Beverage,23.94,False
LUXF,PV AUDIT COMPANY LIMITED,0,['SET'],Property Fund & REITs,No Data,True
M,EY OFFICE LIMITED,4,['SETWB'],Food & Beverage,27.34,False
M-CHAI,OFFICE OF PITISEVI COMPANY LIMITED,3,['SET'],Health Care Services,39.77,False
M-II,ASV & ASSOCIATES LIMITED,0,['SET'],Property Fund & REITs,No Data,True
M-PAT,ASV & ASSOCIATES LIMITED,0,['SET'],Property Fund & REITs,29.23,True
M-STOR,"DHARMNITI AUDITING CO., LTD.",0,['SET'],Property Fund & REITs,No Data,True
MACO,EY OFFICE LIMITED,4,['sSET'],Media & Publishing,30.13,False
MAJOR,PRICEWATERHOUSE COOPERS ABAS LIMITED,4,"['SET100', 'SETCLMV', 'SETHD', 'SETTHSI']",Media & Publishing,49.70,False
MAKRO,KPMG PHOOMCHAI AUDIT LIMITED,5,['SET'],Commerce,6.92,False
MALEE,EY OFFICE LIMITED,5,['SET'],Food & Beverage,48.48,False
MANRIN,"D I A INTERNATIONAL AUDIT CO.,LTD.",0,['SET'],Tourism & Leisure,35.11,False
MATCH,PRICEWATERHOUSE COOPERS ABAS LIMITED,3,['SET'],Media & Publishing,12.39,False
MATI,"SAMNAK-NGAN A.M.C. CO., LTD.",3,['SET'],Media & Publishing,33.63,False
MAX,CWWP COMPANY COMPANY LIMITED,0,['SET'],Agribusiness,86.88,False
MBAX,KARIN AUDIT COMPANY LIMITED,4,['mai'],Industrial,53.00,False
MBK,EY OFFICE LIMITED,5,"['SET100', 'SETHD']",Property Development,45.61,False
MBKET,EY OFFICE LIMITED,5,['SET'],Finance & Securities,16.75,False
MC,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",5,['sSET'],Commerce,42.76,False
MCOT,EY OFFICE LIMITED,5,['SET'],Media & Publishing,22.71,False
MCS,KPMG PHOOMCHAI AUDIT LIMITED,3,['sSET'],Steel,76.63,False
MDX,CWWP COMPANY COMPANY LIMITED,3,['SET'],Energy & Utilities,71.37,False
MEGA,KPMG PHOOMCHAI AUDIT LIMITED,4,"['SET100', 'SETCLMV', 'SETWB']",Commerce,38.75,False
META,"BPR AUDIT AND ADVISORY CO., LTD.",4,['mai'],Property & Construction,65.94,False
METCO,KPMG PHOOMCHAI AUDIT LIMITED,5,['SET'],Electronic Components,22.81,False
MFC,PV AUDIT COMPANY LIMITED,4,['SET'],Finance & Securities,34.12,False
MFEC,EY OFFICE LIMITED,5,['SET'],Information & Communication Technology,68.46,False
MGT,EY OFFICE LIMITED,4,['mai'],Industrial,24.95,False
MICRO,EY OFFICE LIMITED,0,['SET'],Finance & Securities,34.23,False
MIDA,"GRANT THORNTON CO., LTD.",0,['SET'],Commerce,54.52,False
MILL,PKF AUDIT (THAILAND) LIMITED,4,['SET'],Steel,29.38,False
MINT,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,"['SET50', 'SETCLMV', 'SETTHSI', 'SETWB']",Food & Beverage,61.55,False
MIPF,PV AUDIT COMPANY LIMITED,0,['SET'],Property Fund & REITs,No Data,True
MIT,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",0,['SET'],Property Fund & REITs,78.07,True
MITSIB,KPMG PHOOMCHAI AUDIT LIMITED,4,['mai'],Financials,81.93,False
MJD,EY OFFICE LIMITED,3,['SET'],Property Development,32.54,False
MJLF,PRICEWATERHOUSE COOPERS ABAS LIMITED,0,['SET'],Property Fund & REITs,No Data,True
MK,KPMG PHOOMCHAI AUDIT LIMITED,4,['sSET'],Property Development,57.75,False
ML,"GRANT THORNTON CO., LTD.",0,['SET'],Finance & Securities,44.64,False
MM,EY OFFICE LIMITED,3,['mai'],Agro & Food Industry,19.84,False
MNIT,ASV & ASSOCIATES LIMITED,0,['SET'],Property Fund & REITs,No Data,True
MNIT2,ASV & ASSOCIATES LIMITED,0,['SET'],Property Fund & REITs,No Data,True
MNRF,ASV & ASSOCIATES LIMITED,0,['SET'],Property Fund & REITs,No Data,True
MODERN,EY OFFICE LIMITED,4,['SET'],Home & Office Products,70.70,False
MONO,EY OFFICE LIMITED,5,['sSET'],Media & Publishing,27.30,False
MOONG,"D I A INTERNATIONAL AUDIT CO.,LTD.",5,['mai'],Consumer Products,31.47,False
MORE,KARIN AUDIT COMPANY LIMITED,3,['mai'],Services,50.74,False
MPG,A.M.T. & ASSOCIATES,0,['mai'],Services,53.79,False
MPIC,PRICEWATERHOUSE COOPERS ABAS LIMITED,0,['SET'],Media & Publishing,7.54,False
MSC,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",5,['SET'],Information & Communication Technology,35.59,False
MTC,KPMG PHOOMCHAI AUDIT LIMITED,5,"['SET50', 'SETTHSI']",Finance & Securities,32.11,False
MTI,EY OFFICE LIMITED,4,['SET'],Insurance,47.50,False
MVP,SIAM TRUTH AUDIT COMPANY LIMITED,4,['mai'],Services,30.07,False
NBC,KPMG PHOOMCHAI AUDIT LIMITED,0,['mai'],Services,20.94,False
NC,KARIN AUDIT COMPANY LIMITED,3,['SET'],Fashion,28.07,False
NCAP,PRICEWATERHOUSE COOPERS ABAS LIMITED,0,['SET'],Finance & Securities,33.57,False
NCH,"DHARMNITI AUDITING CO., LTD.",5,['SET'],Property Development,38.03,False
NCL,EY OFFICE LIMITED,5,['mai'],Services,34.91,False
NDR,"GRANT THORNTON CO., LTD.",3,['mai'],Industrial,23.09,False
NEP,"DHARMNITI AUDITING CO., LTD.",5,['SET'],Packaging,41.49,False
NER,"M.R. & ASSOCIATES CO., LTD.",3,['sSET'],Agribusiness,38.19,False
NETBAY,EY OFFICE LIMITED,4,['mai'],Technology,49.00,False
NEW,OFFICE OF PITISEVI COMPANY LIMITED,0,['SET'],Health Care Services,18.31,False
NEWS,CWWP COMPANY COMPANY LIMITED,0,['mai'],Services,53.81,False
NEX,"DHARMNITI AUDITING CO., LTD.",4,['sSET'],Electronic Components,71.46,False
NFC,KARIN AUDIT COMPANY LIMITED,3,['SET'],Petrochemicals & Chemicals,11.92,False
NINE,EY OFFICE LIMITED,4,['mai'],Services,19.08,False
NKI,EY OFFICE LIMITED,5,['SET'],Insurance,56.90,False
NMG,KPMG PHOOMCHAI AUDIT LIMITED,0,['SET'],Media & Publishing,52.97,False
NNCL,KPMG PHOOMCHAI AUDIT LIMITED,3,['SET'],Property Development,27.55,False
NOBLE,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,['sSET'],Property Development,31.22,False
NOK,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",0,['SET'],Transportation & Logistics,11.75,False
NOVA,EY OFFICE LIMITED,3,['SET'],Steel,17.02,False
NPK,"BUNCHIKIJ CO., LTD.",3,['mai'],Consumer Products,23.98,False
NRF,EY OFFICE LIMITED,0,['SET'],Food & Beverage,27.54,False
NSI,EY OFFICE LIMITED,5,['SET'],Insurance,37.50,False
NTV,DR.VIRACH AND ASSOCIATES,4,['SET'],Health Care Services,36.08,False
NUSA,EY OFFICE LIMITED,3,['SET'],Property Development,70.24,False
NVD,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,['SET'],Property Development,24.67,False
NWR,EY OFFICE LIMITED,4,['SET'],Construction Services,89.34,False
NYT,EY OFFICE LIMITED,5,['sSET'],Transportation & Logistics,40.67,False
OCC,"D I A INTERNATIONAL AUDIT CO.,LTD.",4,['SET'],Personal Products & Pharmaceuticals,36.90,False
OCEAN,"D I A INTERNATIONAL AUDIT CO.,LTD.",3,['mai'],Consumer Products,46.22,False
OGC,"DHARMNITI AUDITING CO., LTD.",4,['SET'],Home & Office Products,36.51,False
OHTL,PRICEWATERHOUSE COOPERS ABAS LIMITED,0,['SET'],Tourism & Leisure,21.10,False
OISHI,KPMG PHOOMCHAI AUDIT LIMITED,5,['SET'],Food & Beverage,20.34,False
OR,OFFICE OF THE AUDITOR GENERAL MINISTRY OF FINANCE,0,['SET50'],Energy & Utilities,24.52,False
ORI,EY OFFICE LIMITED,5,"['SET100', 'SETHD']",Property Development,30.80,False
OSP,KPMG PHOOMCHAI AUDIT LIMITED,4,"['SET50', 'SETCLMV', 'SETWB']",Food & Beverage,45.10,False
OTO,EY OFFICE LIMITED,5,['mai'],Services,30.37,False
PACE,EY OFFICE LIMITED,0,['SET'],Property Development,51.31,False
PACO,EY OFFICE LIMITED,0,['mai'],Industrial,25.92,False
PAE,CWWP COMPANY COMPANY LIMITED,0,['SET'],Construction Services,100.00,False
PAF,DR.VIRACH AND ASSOCIATES,3,['SET'],Fashion,57.25,False
PAP,EY OFFICE LIMITED,5,['SET'],Steel,25.57,False
PATO,"AST MASTER CO., LTD.",4,['SET'],Petrochemicals & Chemicals,47.46,False
PB,EY OFFICE LIMITED,4,['SET'],Food & Beverage,18.37,False
PCSGH,EY OFFICE LIMITED,5,['SET'],Automotive,20.14,False
PDG,EY OFFICE LIMITED,4,['mai'],Industrial,45.68,False
PDI,EY OFFICE LIMITED,4,['SET'],Energy & Utilities,61.19,False
PDJ,EY OFFICE LIMITED,5,['SET'],Fashion,58.92,False
PE,EY OFFICE LIMITED,0,['SET'],Finance & Securities,40.06,False
PERM,EY OFFICE LIMITED,0,['SET'],Steel,48.21,False
PF,PRICEWATERHOUSE COOPERS ABAS LIMITED,3,['sSET'],Property Development,74.88,False
PG,EY OFFICE LIMITED,5,['SET'],Fashion,33.72,False
PHOL,"ANS AUDIT CO., LTD.",5,['mai'],Services,44.88,False
PICO,"D I A INTERNATIONAL AUDIT CO.,LTD.",4,['mai'],Services,13.71,False
PIMO,"AST MASTER CO., LTD.",4,['mai'],Industrial,27.66,False
PJW,"DHARMNITI AUDITING CO., LTD.",4,['mai'],Industrial,41.14,False
PK,KARIN AUDIT COMPANY LIMITED,3,['SET'],Industrial Materials & Machinery,34.17,False
PL,KPMG PHOOMCHAI AUDIT LIMITED,4,['SET'],Finance & Securities,62.45,False
PLANB,EY OFFICE LIMITED,5,['SET100'],Media & Publishing,48.29,False
PLANET,A.M.T. & ASSOCIATES,5,['mai'],Technology,34.69,False
PLAT,EY OFFICE LIMITED,5,['sSET'],Property Development,33.05,False
PLE,CWWP COMPANY COMPANY LIMITED,3,['SET'],Construction Services,66.53,False
PM,EY OFFICE LIMITED,4,['sSET'],Food & Beverage,38.83,False
PMTA,KPMG PHOOMCHAI AUDIT LIMITED,3,['SET'],Petrochemicals & Chemicals,20.72,False
POLAR,SIAM TRUTH AUDIT COMPANY LIMITED,0,['SET'],Property Development,99.77,False
POMPUI,"DHARMNITI AUDITING CO., LTD.",0,['SET'],Companies Under Rehabilitation,22.53,False
POPF,KPMG PHOOMCHAI AUDIT LIMITED,0,['SET'],Property Fund & REITs,No Data,True
PORT,"GRANT THORNTON CO., LTD.",5,['SET'],Transportation & Logistics,42.84,False
POST,"DHARMNITI AUDITING CO., LTD.",3,['SET'],Media & Publishing,30.50,False
PPF,PRICEWATERHOUSE COOPERS ABAS LIMITED,0,['SET'],Property Fund & REITs,No Data,True
PPM,"DHARMNITI AUDITING CO., LTD.",3,['mai'],Industrial,32.78,False
PPP,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",4,['SET'],Construction Materials,39.64,False
PPPM,A.M.T. & ASSOCIATES,0,['SET'],Agribusiness,69.49,False
PPS,KARIN AUDIT COMPANY LIMITED,5,['mai'],Property & Construction,57.55,False
PR9,EY OFFICE LIMITED,5,['sSET'],Health Care Services,58.66,False
PRAKIT,"BUNCHIKIJ CO., LTD.",3,['SET'],Media & Publishing,58.38,False
PRAPAT,EY OFFICE LIMITED,0,['mai'],Industrial,54.20,False
PREB,"D I A INTERNATIONAL AUDIT CO.,LTD.",5,['SET'],Construction Services,68.52,False
PRECHA,PV AUDIT COMPANY LIMITED,3,['SET'],Property Development,57.05,False
PRG,EY OFFICE LIMITED,5,['SET'],Food & Beverage,5.74,False
PRIME,PRICEWATERHOUSE COOPERS ABAS LIMITED,3,['SET'],Energy & Utilities,15.29,False
PRIN,"D I A INTERNATIONAL AUDIT CO.,LTD.",4,['SET'],Property Development,46.60,False
PRINC,PRICEWATERHOUSE COOPERS ABAS LIMITED,4,['SET'],Health Care Services,11.70,False
PRM,KPMG PHOOMCHAI AUDIT LIMITED,5,"['SET100', 'SETWB']",Transportation & Logistics,29.39,False
PRO,NPS SIAM AUDIT LIMITED.,0,['SET'],Professional Services,64.79,False
PROSPECT,KPMG PHOOMCHAI AUDIT LIMITED,0,['SET'],Property Fund & REITs,67.36,True
PROUD,EY OFFICE LIMITED,3,['mai'],Property & Construction,19.84,False
PSH,KPMG PHOOMCHAI AUDIT LIMITED,5,['SETTHSI'],Property Development,28.26,False
PSL,EY OFFICE LIMITED,5,['sSET'],Transportation & Logistics,46.81,False
PSTC,EY OFFICE LIMITED,4,['mai'],Resources,55.56,False
PT,EY OFFICE LIMITED,4,['SET'],Information & Communication Technology,41.74,False
PTG,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,"['SET100', 'SETTHSI']",Energy & Utilities,51.94,False
PTL,EY OFFICE LIMITED,3,['SET'],Packaging,48.96,False
PTT,EY OFFICE LIMITED,5,"['SET50', 'SETCLMV', 'SETHD', 'SETTHSI']",Energy & Utilities,48.88,False
PTTEP,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,"['SET50', 'SETCLMV', 'SETHD', 'SETTHSI']",Energy & Utilities,35.19,False
PTTGC,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",5,"['SET50', 'SETCLMV', 'SETHD', 'SETTHSI']",Petrochemicals & Chemicals,51.81,False
PYLON,PROUD IN PRO COMPANY LIMITED,5,['sSET'],Construction Services,40.59,False
Q-CON,KPMG PHOOMCHAI AUDIT LIMITED,5,['SET'],Construction Materials,8.39,False
QH,EY OFFICE LIMITED,5,"['SET100', 'SETHD']",Property Development,74.86,False
QHHR,EY OFFICE LIMITED,0,['SET'],Property Fund & REITs,No Data,True
QHOP,"DHARMNITI AUDITING CO., LTD.",0,['SET'],Property Fund & REITs,No Data,True
QHPF,EY OFFICE LIMITED,0,['SET'],Property Fund & REITs,No Data,True
QLT,"D I A INTERNATIONAL AUDIT CO.,LTD.",4,['mai'],Services,43.10,False
QTC,"GRANT THORNTON CO., LTD.",5,['mai'],Resources,40.51,False
RAM,"DHARMNITI AUDITING CO., LTD.",0,['SET'],Health Care Services,25.76,False
RATCH,KPMG PHOOMCHAI AUDIT LIMITED,5,"['SET50', 'SETCLMV', 'SETTHSI']",Energy & Utilities,54.99,False
RBF,PRICEWATERHOUSE COOPERS ABAS LIMITED,3,"['SET100', 'SETCLMV', 'SETWB']",Food & Beverage,27.56,False
RCI,KARIN AUDIT COMPANY LIMITED,3,['SET'],Construction Materials,8.96,False
RCL,A.M.T. & ASSOCIATES,4,['sSET'],Transportation & Logistics,47.75,False
RICHY,"DHARMNITI AUDITING CO., LTD.",4,['SET'],Property Development,35.93,False
RJH,CWWP COMPANY COMPANY LIMITED,3,['sSET'],Health Care Services,69.95,False
RML,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",4,['sSET'],Property Development,47.23,False
ROCK,EY OFFICE LIMITED,0,['SET'],Home & Office Products,28.06,False
ROH,EY OFFICE LIMITED,0,['SET'],Tourism & Leisure,1.52,False
ROJNA,"ANS AUDIT CO., LTD.",3,['sSET'],Property Development,31.47,False
RP,PV AUDIT COMPANY LIMITED,3,['mai'],Services,37.19,False
RPC,EY OFFICE LIMITED,4,['SET'],Energy & Utilities,72.22,False
RPH,PV AUDIT COMPANY LIMITED,3,['sSET'],Health Care Services,70.17,False
RS,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,"['SET100', 'SETWB']",Commerce,60.60,False
RSP,EY OFFICE LIMITED,3,['SET'],Commerce,28.60,False
RT,EY OFFICE LIMITED,0,['SET'],Construction Services,54.89,False
RWI,SP AUDIT COMPANY LIMITED,4,['mai'],Industrial,30.00,False
S,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,"['sSET', 'SETTHSI']",Property Development,37.59,False
S & J,EY OFFICE LIMITED,5,['SET'],Personal Products & Pharmaceuticals,36.68,False
S11,EY OFFICE LIMITED,4,['sSET'],Finance & Securities,30.01,False
SA,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",0,['SET'],Property Development,26.44,False
SAAM,PKF AUDIT (THAILAND) LIMITED,5,['mai'],Resources,23.76,False
SABINA,A.M.T. & ASSOCIATES,5,['sSET'],Fashion,41.94,False
SABUY,KPMG PHOOMCHAI AUDIT LIMITED,0,['SET'],Commerce,40.53,False
SAFARI,"ANS AUDIT CO., LTD.",0,['SET'],Companies Under Rehabilitation,28.45,False
SAK,PRICEWATERHOUSE COOPERS ABAS LIMITED,0,['SET'],Finance & Securities,25.17,False
SALEE,PRICEWATERHOUSE COOPERS ABAS LIMITED,4,['mai'],Industrial,55.13,False
SAM,"D I A INTERNATIONAL AUDIT CO.,LTD.",0,['SET'],Steel,31.48,False
SAMART,EY OFFICE LIMITED,5,"['sSET', 'SETCLMV']",Information & Communication Technology,57.59,False
SAMCO,EY OFFICE LIMITED,4,['SET'],Property Development,47.02,False
SAMTEL,EY OFFICE LIMITED,5,['sSET'],Information & Communication Technology,28.30,False
SANKO,SIAM TRUTH AUDIT COMPANY LIMITED,4,['mai'],Industrial,26.34,False
SAPPE,KPMG PHOOMCHAI AUDIT LIMITED,4,['sSET'],Food & Beverage,24.79,False
SAT,KPMG PHOOMCHAI AUDIT LIMITED,5,"['sSET', 'SETTHSI']",Automotive,58.03,False
SAUCE,KPMG PHOOMCHAI AUDIT LIMITED,0,['SET'],Food & Beverage,22.55,False
SAWAD,PRICEWATERHOUSE COOPERS ABAS LIMITED,4,['SET50'],Finance & Securities,45.08,False
SAWANG,"BUNCHIKIJ CO., LTD.",0,['SET'],Fashion,22.83,False
SBPF,PRICEWATERHOUSE COOPERS ABAS LIMITED,0,['SET'],Property Fund & REITs,No Data,True
SC,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,"['sSET', 'SETTHSI']",Property Development,39.06,False
SCB,KPMG PHOOMCHAI AUDIT LIMITED,5,"['SET50', 'SETHD', 'SETTHSI']",Banking,76.43,False
SCC,KPMG PHOOMCHAI AUDIT LIMITED,5,"['SET50', 'SETCLMV', 'SETHD', 'SETTHSI']",Construction Materials,66.11,False
SCCC,EY OFFICE LIMITED,5,"['SETCLMV', 'SETTHSI']",Construction Materials,27.92,False
SCG,EY OFFICE LIMITED,5,['SET'],Energy & Utilities,28.42,False
SCGP,KPMG PHOOMCHAI AUDIT LIMITED,0,['SET50'],Packaging,29.51,False
SCI,"AST MASTER CO., LTD.",4,['SET'],Energy & Utilities,44.64,False
SCM,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",0,['SET'],Commerce,32.24,False
SCN,KPMG PHOOMCHAI AUDIT LIMITED,5,['SET'],Energy & Utilities,36.87,False
SCP,"D I A INTERNATIONAL AUDIT CO.,LTD.",4,['SET'],Construction Materials,52.66,False
SDC,EY OFFICE LIMITED,5,['SET'],Information & Communication Technology,15.69,False
SE,"D I A INTERNATIONAL AUDIT CO.,LTD.",4,['mai'],Services,27.88,False
SE-ED,"DHARMNITI AUDITING CO., LTD.",5,['SET'],Media & Publishing,29.24,False
SEAFCO,NPS SIAM AUDIT LIMITED.,5,['sSET'],Construction Services,74.01,False
SEAOIL,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,['mai'],Resources,39.30,False
SELIC,KPMG PHOOMCHAI AUDIT LIMITED,5,['mai'],Industrial,31.39,False
SENA,KARIN AUDIT COMPANY LIMITED,5,['sSET'],Property Development,38.15,False
SF,PRICEWATERHOUSE COOPERS ABAS LIMITED,3,['sSET'],Property Development,44.52,False
SFLEX,EY OFFICE LIMITED,3,['sSET'],Packaging,31.68,False
SFP,KPMG PHOOMCHAI AUDIT LIMITED,4,['SET'],Food & Beverage,28.73,False
SFT,"DHARMNITI AUDITING CO., LTD.",0,['mai'],Industrial,29.98,False
SGF,PRICEWATERHOUSE COOPERS ABAS LIMITED,4,['mai'],Financials,85.86,False
SGP,PRICEWATERHOUSE COOPERS ABAS LIMITED,3,['SET'],Energy & Utilities,18.52,False
SHANG,EY OFFICE LIMITED,0,['SET'],Tourism & Leisure,15.84,False
SHR,PRICEWATERHOUSE COOPERS ABAS LIMITED,4,['sSET'],Tourism & Leisure,37.75,False
SHREIT,EY OFFICE LIMITED,0,['SET'],Property Fund & REITs,52.07,True
SIAM,"DHARMNITI AUDITING CO., LTD.",4,['SET'],Home & Office Products,38.54,False
SICT,"D I A INTERNATIONAL AUDIT CO.,LTD.",0,['mai'],Technology,30.91,False
SIMAT,"ANS AUDIT CO., LTD.",0,['mai'],Technology,61.22,False
SINGER,KPMG PHOOMCHAI AUDIT LIMITED,4,['sSET'],Commerce,69.39,False
SIRI,EY OFFICE LIMITED,5,"['sSET', 'SETTHSI']",Property Development,73.19,False
SIRIP,EY OFFICE LIMITED,0,['SET'],Property Fund & REITs,No Data,True
SIS,EY OFFICE LIMITED,5,['sSET'],Information & Communication Technology,34.27,False
SISB,EY OFFICE LIMITED,3,['SET'],Professional Services,20.11,False
SITHAI,EY OFFICE LIMITED,5,['SET'],Packaging,66.69,False
SK,"D I A INTERNATIONAL AUDIT CO.,LTD.",0,['mai'],Property & Construction,59.11,False
SKE,KPMG PHOOMCHAI AUDIT LIMITED,4,['SET'],Energy & Utilities,26.61,False
SKN,EY OFFICE LIMITED,3,['SET'],Construction Materials,31.72,False
SKR,"DHARMNITI AUDITING CO., LTD.",4,['SET'],Health Care Services,48.88,False
SKY,PRICEWATERHOUSE COOPERS ABAS LIMITED,4,['mai'],Technology,63.34,False
SLM,"BPR AUDIT AND ADVISORY CO., LTD.",0,['mai'],Services,45.51,False
SLP,PRICEWATERHOUSE COOPERS ABAS LIMITED,3,['SET'],Packaging,31.02,False
SMART,"M.R. & ASSOCIATES CO., LTD.",3,['mai'],Property & Construction,19.21,False
SMIT,"DHARMNITI AUDITING CO., LTD.",4,['SET'],Steel,50.74,False
SMK,KPMG PHOOMCHAI AUDIT LIMITED,5,['SET'],Insurance,15.89,False
SMPC,"GRANT THORNTON CO., LTD.",5,['sSET'],Packaging,39.26,False
SMT,EY OFFICE LIMITED,4,['SET'],Electronic Components,79.05,False
SNC,KPMG PHOOMCHAI AUDIT LIMITED,5,['sSET'],Industrial Materials & Machinery,58.82,False
SNP,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",4,['SET'],Food & Beverage,21.24,False
SO,EY OFFICE LIMITED,0,['SET'],Professional Services,25.01,False
SOLAR,OFFICE OF PITISEVI COMPANY LIMITED,3,['SET'],Energy & Utilities,59.08,False
SONIC,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,['mai'],Services,28.32,False
SORKON,EY OFFICE LIMITED,5,['SET'],Food & Beverage,41.18,False
SPA,EY OFFICE LIMITED,4,['mai'],Services,55.80,False
SPACK,OFFICE OF PITISEVI COMPANY LIMITED,0,['SET'],Packaging,24.28,False
SPALI,EY OFFICE LIMITED,5,"['SET100', 'SETTHSI']",Property Development,60.75,False
SPC,"D I A INTERNATIONAL AUDIT CO.,LTD.",4,['SET'],Commerce,38.10,False
SPCG,KPMG PHOOMCHAI AUDIT LIMITED,4,['SET'],Energy & Utilities,34.62,False
SPF,EY OFFICE LIMITED,0,['SET'],Property Fund & REITs,No Data,True
SPG,KPMG PHOOMCHAI AUDIT LIMITED,3,['SET'],Automotive,15.00,False
SPI,EY OFFICE LIMITED,5,['SET'],Commerce,59.08,False
SPRC,PRICEWATERHOUSE COOPERS ABAS LIMITED,5,"['SET100', 'SETCLMV']",Energy & Utilities,39.38,False
SPRIME,PRICEWATERHOUSE COOPERS ABAS LIMITED,0,['SET'],Property Fund & REITs,79.93,True
SPVI,EY OFFICE LIMITED,5,['mai'],Technology,38.14,False
SQ,EY OFFICE LIMITED,3,['SET'],Construction Services,59.36,False
SR,"D I A INTERNATIONAL AUDIT CO.,LTD.",4,['mai'],Resources,32.94,False
SRICHA,"AST MASTER CO., LTD.",4,['sSET'],Construction Services,42.87,False
SRIPANWA,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",0,['SET'],Property Fund & REITs,74.21,True
SSC,KPMG PHOOMCHAI AUDIT LIMITED,4,['SET'],Food & Beverage,14.19,False
SSF,KPMG PHOOMCHAI AUDIT LIMITED,4,['SET'],Food & Beverage,24.00,False
SSP,EY OFFICE LIMITED,3,"['sSET', 'SETCLMV']",Energy & Utilities,32.55,False
SSPF,PV AUDIT COMPANY LIMITED,0,['SET'],Property Fund & REITs,No Data,True
SSSC,"GRANT THORNTON CO., LTD.",5,['SET'],Steel,42.32,False
SST,EY OFFICE LIMITED,5,['SET'],Food & Beverage,33.72,False
SSTRT,SP AUDIT COMPANY LIMITED,0,['SET'],Property Fund & REITs,69.27,True
STA,EY OFFICE LIMITED,5,"['SET100', 'SETTHSI']",Agribusiness,54.63,False
STANLY,PRICEWATERHOUSE COOPERS ABAS LIMITED,4,['sSET'],Automotive,34.37,False
STAR,"BPR AUDIT AND ADVISORY CO., LTD.",0,['mai'],Property & Construction,63.39,False
STARK,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",3,['SET'],Industrial Materials & Machinery,20.84,False
STC,EY OFFICE LIMITED,3,['mai'],Property & Construction,25.30,False
STEC,EY OFFICE LIMITED,0,['SET100'],Construction Services,65.17,False
STGT,EY OFFICE LIMITED,0,['SET'],Personal Products & Pharmaceuticals,38.01,False
STHAI,"ANS AUDIT CO., LTD.",0,['SET'],Personal Products & Pharmaceuticals,74.47,False
STI,EY OFFICE LIMITED,4,['mai'],Property & Construction,20.34,False
STPI,EY OFFICE LIMITED,4,['sSET'],Construction Services,74.46,False
SUC,EY OFFICE LIMITED,4,['SET'],Fashion,57.40,False
SUN,PRICEWATERHOUSE COOPERS ABAS LIMITED,4,['mai'],Agro & Food Industry,27.10,False
SUPER,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",3,"['SET100', 'SETCLMV']",Energy & Utilities,59.87,False
SUPEREIF,EY OFFICE LIMITED,0,['SET'],Energy & Utilities,79.97,True
SUSCO,"DHARMNITI AUDITING CO., LTD.",5,['sSET'],Energy & Utilities,60.09,False
SUTHA,"ANS AUDIT CO., LTD.",5,['SET'],Petrochemicals & Chemicals,22.89,False
SVH,EY OFFICE LIMITED,0,['SET'],Health Care Services,4.23,False
SVI,EY OFFICE LIMITED,5,['SET'],Electronic Components,18.70,False
SVOA,EY OFFICE LIMITED,3,['SET'],Information & Communication Technology,63.83,False
SWC,EY OFFICE LIMITED,0,['mai'],Industrial,25.47,False
SYMC,KPMG PHOOMCHAI AUDIT LIMITED,5,['SET'],Information & Communication Technology,30.13,False
