name,auditor,CG,index,sector,free_float,is_trust,assets,liabilities,equity,paid_up_capital,revenue,net_profit,EPS,ROA,ROE,NPM
NETBAY,EY OFFICE LIMITED,4,['mai'],Technology,49.00,False,560.40,148.40,412.00,200.00,292.83,112.16,0.56,27.17,35.85,38.30
