name,auditor,CG,index,sector,free_float,is_trust,assets,liabilities,equity,paid_up_capital,revenue,net_profit,EPS,ROA,ROE,NPM
KWG,"DELOITTE TOUCHE TOHMATSU JAIYOS  AUDIT CO., LTD.",3,['SET'],Property Development,14.13,False,4738.44,2584.97,2162.14,9240.00,643.85,69.69,0.09,4.95,5.87,10.82
